"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"","","","","","canvas-keyboard-response","642","563294","0.0-13.0-4.125","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","643","563804","0.0-13.0-0.126","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","644","564314","0.0-13.0-1.126","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","645","565349","0.0-13.0-2.126","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1024","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","646","565858","0.0-13.0-3.126","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","647","565921","0.0-13.0-4.126","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","648","566431","0.0-13.0-0.127","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","649","566941","0.0-13.0-1.127","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","650","568669","0.0-13.0-2.127","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1716","","u","learn","","learn_trial","40","60","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","651","569680","0.0-13.0-3.127","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","40","60","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","652","569739","0.0-13.0-4.127","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","653","570249","0.0-13.0-0.128","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","654","570762","0.0-13.0-1.128","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","655","571559","0.0-13.0-2.128","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","784","","u","learn","","learn_trial","30","100","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","656","572570","0.0-13.0-3.128","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","30","100","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","657","572630","0.0-13.0-4.128","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","658","573142","0.0-13.0-0.129","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","659","573661","0.0-13.0-1.129","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","660","574302","0.0-13.0-2.129","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","628","","i","learn","","learn_trial","10","110","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","661","574812","0.0-13.0-3.129","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","10","110","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","662","574873","0.0-13.0-4.129","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","663","575383","0.0-13.0-0.130","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","664","575898","0.0-13.0-1.130","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","665","577134","0.0-13.0-2.130","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1226","","u","learn","","learn_trial","30","110","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","666","578147","0.0-13.0-3.130","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","30","110","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","667","578206","0.0-13.0-4.130","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","668","578717","0.0-13.0-0.131","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","669","579226","0.0-13.0-1.131","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","670","580910","0.0-13.0-2.131","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1671","","u","learn","","learn_trial","23.3333","90","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","671","581924","0.0-13.0-3.131","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","23.3333","90","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","672","581985","0.0-13.0-4.131","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","673","582494","0.0-13.0-0.132","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","674","583006","0.0-13.0-1.132","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","675","583974","0.0-13.0-2.132","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","955","","i","learn","","learn_trial","10","60","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","676","584483","0.0-13.0-3.132","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","10","60","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","677","584543","0.0-13.0-4.132","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","678","585054","0.0-13.0-0.133","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","679","585568","0.0-13.0-1.133","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","680","586269","0.0-13.0-2.133","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","690","","i","learn","","learn_trial","10","90","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","681","586778","0.0-13.0-3.133","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","10","90","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","682","586837","0.0-13.0-4.133","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","683","587349","0.0-13.0-0.134","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","684","587860","0.0-13.0-1.134","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","685","589941","0.0-13.0-2.134","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2072","","u","learn","","learn_trial","26.6667","80","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","686","590954","0.0-13.0-3.134","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","26.6667","80","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","687","591015","0.0-13.0-4.134","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","688","591524","0.0-13.0-0.135","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","689","592037","0.0-13.0-1.135","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","690","593013","0.0-13.0-2.135","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","967","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","691","593524","0.0-13.0-3.135","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","692","593587","0.0-13.0-4.135","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","693","594095","0.0-13.0-0.136","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","694","594609","0.0-13.0-1.136","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","695","596597","0.0-13.0-2.136","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1978","","i","learn","","learn_trial","36.6667","60","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","696","597108","0.0-13.0-3.136","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","36.6667","60","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","697","597169","0.0-13.0-4.136","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","698","597678","0.0-13.0-0.137","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","699","598187","0.0-13.0-1.137","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","700","599245","0.0-13.0-2.137","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1049","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","701","599756","0.0-13.0-3.137","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","702","599810","0.0-13.0-4.137","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","703","600322","0.0-13.0-0.138","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","704","600833","0.0-13.0-1.138","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","705","601789","0.0-13.0-2.138","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","946","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","706","602299","0.0-13.0-3.138","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","707","602361","0.0-13.0-4.138","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","708","602871","0.0-13.0-0.139","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","709","603381","0.0-13.0-1.139","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","710","604045","0.0-13.0-2.139","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","653","","u","learn","","learn_trial","22.0121","74.1932","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","711","604552","0.0-13.0-3.139","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","22.0121","74.1932","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","712","604617","0.0-13.0-4.139","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","713","605128","0.0-13.0-0.140","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","714","605641","0.0-13.0-1.140","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","715","606917","0.0-13.0-2.140","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1269","","i","learn","","learn_trial","23.3333","120","out","0","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","716","607426","0.0-13.0-3.140","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","23.3333","120","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","717","607486","0.0-13.0-4.140","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","718","607996","0.0-13.0-0.141","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","719","608516","0.0-13.0-1.141","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","720","609734","0.0-13.0-2.141","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1206","","u","learn","","learn_trial","16.6667","100","out","1","0","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","721","610748","0.0-13.0-3.141","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","16.6667","100","out","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","722","610807","0.0-13.0-4.141","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","723","611319","0.0-13.0-0.142","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","724","611833","0.0-13.0-1.142","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","725","613878","0.0-13.0-2.142","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2038","","u","learn","","learn_trial","25.9271","83.5595","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","726","614388","0.0-13.0-3.142","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25.9271","83.5595","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","727","614451","0.0-13.0-4.142","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","728","614962","0.0-13.0-0.143","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","729","615476","0.0-13.0-1.143","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","730","617076","0.0-13.0-2.143","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1590","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","731","617584","0.0-13.0-3.143","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","732","617644","0.0-13.0-4.143","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","733","618152","0.0-13.0-0.144","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","734","618671","0.0-13.0-1.144","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","735","619709","0.0-13.0-2.144","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1024","","u","learn","","learn_trial","25","75","in","1","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","736","620220","0.0-13.0-3.144","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","learn_feedback","","learn_feedback","25","75","in","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","737","620280","0.0-13.0-4.144","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","738","620788","0.0-13.0-0.145","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","",""
