"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","stimulus","response","exp_trial_type","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"","","","","","canvas-keyboard-response","1728","1750228","0.0-16.0-1.178","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","4281","","l","transfer","","transfer_trial","","","","a","1","cba","25","74","15","103","l","filler_easy","trinary","a","","","","","","in","out1","out2","16","102",""
"","","","","","canvas-keyboard-response","1729","1751241","0.0-16.0-2.178","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","a","1","cba","25","74","15","103","","filler_easy","trinary","a","","","","","","in","out1","out2","16","102",""
"","","","","","canvas-keyboard-response","1730","1751553","0.0-16.0-3.178","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1731","1752067","0.0-16.0-0.179","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","abc","28","75","30.25","75","jl","","","","","","","","","","","","22","75",""
"","","","","","canvas-keyboard-response","1732","1759717","0.0-16.0-1.179","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","7185","","j","transfer","","transfer_trial","","","","a","1","abc","28","75","30.25","75","jl","attraction","trinary","ac","both","t","d","c","1","","","","22","75",""
"","","","","","canvas-keyboard-response","1733","1760232","0.0-16.0-2.179","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","abc","28","75","30.25","75","","attraction","trinary","ac","both","t","d","c","1","","","","22","75",""
"","","","","","canvas-keyboard-response","1734","1760543","0.0-16.0-3.179","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1735","1761054","0.0-16.0-0.180","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","cab","25","84","25","90.75","jk","","","","","","","","","","","","25","66",""
"","","","","","canvas-keyboard-response","1736","1764422","0.0-16.0-1.180","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2901","","l","transfer","","transfer_trial","","","","b","0","cab","25","84","25","90.75","jk","attraction","trinary","ac","both","t","d","c","3","","","","25","66",""
"","","","","","canvas-keyboard-response","1737","1764935","0.0-16.0-2.180","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","b","0","cab","25","84","25","90.75","","attraction","trinary","ac","both","t","d","c","3","","","","25","66",""
"","","","","","canvas-keyboard-response","1738","1765250","0.0-16.0-3.180","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1739","1765764","0.0-16.0-0.181","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","acb","25","67","19","69","j","","","","","","","","","","","","10","44",""
"","","","","","canvas-keyboard-response","1740","1767589","0.0-16.0-1.181","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1357","","l","transfer","","transfer_trial","","","","b","0","acb","25","67","19","69","j","filler_sample","trinary","a","","","","","","in","out1","","10","44",""
"","","","","","canvas-keyboard-response","1741","1771604","0.0-16.0-2.181","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","b","0","acb","25","67","19","69","","filler_sample","trinary","a","","","","","","in","out1","","10","44",""
"","","","","","canvas-keyboard-response","1742","1771919","0.0-16.0-3.181","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1743","1772428","0.0-16.0-0.182","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","20","79","11","59","j","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1744","1775045","0.0-16.0-1.182","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2152","","j","transfer","","transfer_trial","","","","a","1","ab","20","79","11","59","j","filler_sample","binary","a","","","","","","in","out1","out2","null","null",""
"","","","","","canvas-keyboard-response","1745","1776055","0.0-16.0-2.182","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","ab","20","79","11","59","","filler_sample","binary","a","","","","","","in","out1","out2","null","null",""
"","","","","","canvas-keyboard-response","1746","1776372","0.0-16.0-3.182","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1747","1776885","0.0-16.0-0.183","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","27","75","17","48","j","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1748","1778597","0.0-16.0-1.183","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1248","","j","transfer","","transfer_trial","","","","a","1","ab","27","75","17","48","j","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1749","1779612","0.0-16.0-2.183","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","ab","27","75","17","48","","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1750","1779928","0.0-16.0-3.183","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1751","1780442","0.0-16.0-0.184","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bac","27","76","34","102","k","","","","","","","","","","","","15","49",""
"","","","","","canvas-keyboard-response","1752","1786429","0.0-16.0-1.184","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","5518","","k","transfer","","transfer_trial","","","","a","1","bac","27","76","34","102","k","filler_easy","trinary","a","","","","","","in","out1","out2","15","49",""
"","","","","","canvas-keyboard-response","1753","1787441","0.0-16.0-2.184","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","bac","27","76","34","102","","filler_easy","trinary","a","","","","","","in","out1","out2","15","49",""
"","","","","","canvas-keyboard-response","1754","1787754","0.0-16.0-3.184","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1755","1788264","0.0-16.0-0.185","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bca","25","66","25","59.25","kl","","","","","","","","","","","","25","84",""
"","","","","","canvas-keyboard-response","1756","1791381","0.0-16.0-1.185","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2650","","k","transfer","","transfer_trial","","","","c","1","bca","25","66","25","59.25","kl","attraction","trinary","ac","both","t","d","c","4","","","","25","84",""
"","","","","","canvas-keyboard-response","1757","1791893","0.0-16.0-2.185","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","c","1","bca","25","66","25","59.25","","attraction","trinary","ac","both","t","d","c","4","","","","25","84",""
"","","","","","canvas-keyboard-response","1758","1792206","0.0-16.0-3.185","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1759","1792715","0.0-16.0-0.186","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","28","75","22","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1760","1796213","0.0-16.0-1.186","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","3034","","j","transfer","","transfer_trial","","","","b","1","ba","28","75","22","75","jk","attraction","binary","ab","both","t","c","","1","","","","null","null",""
"","","","","","canvas-keyboard-response","1761","1796725","0.0-16.0-2.186","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","b","1","ba","28","75","22","75","","attraction","binary","ab","both","t","c","","1","","","","null","null",""
"","","","","","canvas-keyboard-response","1762","1797037","0.0-16.0-3.186","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1763","1797546","0.0-16.0-0.187","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bac","25","66","25","59.25","kl","","","","","","","","","","","","28","75",""
"","","","","","canvas-keyboard-response","1764","1801541","0.0-16.0-1.187","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","3528","","l","transfer","","transfer_trial","","","","c","1","bac","25","66","25","59.25","kl","attraction","trinary","ac","both","t","d","c","3","","","","28","75",""
"","","","","","canvas-keyboard-response","1765","1802055","0.0-16.0-2.187","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","c","1","bac","25","66","25","59.25","","attraction","trinary","ac","both","t","d","c","3","","","","28","75",""
"","","","","","canvas-keyboard-response","1766","1802373","0.0-16.0-3.187","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1767","1802882","0.0-16.0-0.188","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","25","75","17","48","j","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1768","1804885","0.0-16.0-1.188","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1537","","j","transfer","","transfer_trial","","","","a","1","ab","25","75","17","48","j","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1769","1805898","0.0-16.0-2.188","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","ab","25","75","17","48","","filler_easy","binary","a","","","","","","in","out1","","null","null",""
"","","","","","canvas-keyboard-response","1770","1806215","0.0-16.0-3.188","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1771","1806726","0.0-16.0-0.189","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bac","29","88","23","107","k","","","","","","","","","","","","12","106",""
"","","","","","canvas-keyboard-response","1772","1810541","0.0-16.0-1.189","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","3348","","j","transfer","","transfer_trial","","","","b","0","bac","29","88","23","107","k","filler_sample","trinary","a","","","","","","in","out1","","12","106",""
"","","","","","canvas-keyboard-response","1773","1814555","0.0-16.0-2.189","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","b","0","bac","29","88","23","107","","filler_sample","trinary","a","","","","","","in","out1","","12","106",""
"","","","","","canvas-keyboard-response","1774","1814867","0.0-16.0-3.189","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1775","1815382","0.0-16.0-0.190","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","25","84","22","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1776","1817813","0.0-16.0-1.190","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1965","","k","transfer","","transfer_trial","","","","b","1","ab","25","84","22","75","jk","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1777","1818325","0.0-16.0-2.190","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","b","1","ab","25","84","22","75","","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1778","1818639","0.0-16.0-3.190","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1779","1819149","0.0-16.0-0.191","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","25","66","25","84","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1780","1821037","0.0-16.0-1.191","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1421","","j","transfer","","transfer_trial","","","","b","1","ba","25","66","25","84","jk","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1781","1821550","0.0-16.0-2.191","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","b","1","ba","25","66","25","84","","attraction","binary","ab","both","t","c","","4","","","","null","null",""
"","","","","","canvas-keyboard-response","1782","1821864","0.0-16.0-3.191","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1783","1822375","0.0-16.0-0.192","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","acb","25","66","25","59.25","jk","","","","","","","","","","","","25","84",""
"","","","","","canvas-keyboard-response","1784","1824309","0.0-16.0-1.192","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1470","","k","transfer","","transfer_trial","","","","c","1","acb","25","66","25","59.25","jk","attraction","trinary","ac","both","t","d","c","4","","","","25","84",""
"","","","","","canvas-keyboard-response","1785","1824821","0.0-16.0-2.192","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","c","1","acb","25","66","25","59.25","","attraction","trinary","ac","both","t","d","c","4","","","","25","84",""
"","","","","","canvas-keyboard-response","1786","1825134","0.0-16.0-3.192","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1787","1825645","0.0-16.0-0.193","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","cab","25","73","15","48","k","","","","","","","","","","","","14","101",""
"","","","","","canvas-keyboard-response","1788","1830549","0.0-16.0-1.193","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","4440","","k","transfer","","transfer_trial","","","","a","1","cab","25","73","15","48","k","filler_easy","trinary","a","","","","","","in","out1","out2","14","101",""
"","","","","","canvas-keyboard-response","1789","1831563","0.0-16.0-2.193","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","k","transfer","","transfer_feedback","","","","a","1","cab","25","73","15","48","","filler_easy","trinary","a","","","","","","in","out1","out2","14","101",""
"","","","","","canvas-keyboard-response","1790","1831880","0.0-16.0-3.193","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1791","1832389","0.0-16.0-0.194","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ab","24","70","36","45","j","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1792","1834500","0.0-16.0-1.194","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","1641","","j","transfer","","transfer_trial","","","","a","1","ab","24","70","36","45","j","filler_sample","binary","a","","","","","","in","out1","out2","null","null",""
"","","","","","canvas-keyboard-response","1793","1835511","0.0-16.0-2.194","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","ab","24","70","36","45","","filler_sample","binary","a","","","","","","in","out1","out2","null","null",""
"","","","","","canvas-keyboard-response","1794","1835828","0.0-16.0-3.194","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1795","1836340","0.0-16.0-0.195","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","abc","25","66","25","59.25","jl","","","","","","","","","","","","28","75",""
"","","","","","canvas-keyboard-response","1796","1839237","0.0-16.0-1.195","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2433","","l","transfer","","transfer_trial","","","","c","1","abc","25","66","25","59.25","jl","attraction","trinary","ac","both","t","d","c","3","","","","28","75",""
"","","","","","canvas-keyboard-response","1797","1839748","0.0-16.0-2.195","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","c","1","abc","25","66","25","59.25","","attraction","trinary","ac","both","t","d","c","3","","","","28","75",""
"","","","","","canvas-keyboard-response","1798","1840064","0.0-16.0-3.195","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1799","1840576","0.0-16.0-0.196","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bac","25","84","25","90.75","kl","","","","","","","","","","","","22","75",""
"","","","","","canvas-keyboard-response","1800","1844365","0.0-16.0-1.196","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","3322","","l","transfer","","transfer_trial","","","","c","1","bac","25","84","25","90.75","kl","attraction","trinary","ac","both","t","d","c","4","","","","22","75",""
"","","","","","canvas-keyboard-response","1801","1844877","0.0-16.0-2.196","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","c","1","bac","25","84","25","90.75","","attraction","trinary","ac","both","t","d","c","4","","","","22","75",""
"","","","","","canvas-keyboard-response","1802","1845191","0.0-16.0-3.196","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1803","1845702","0.0-16.0-0.197","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","bac","25","75","34","102","k","","","","","","","","","","","","32","103",""
"","","","","","canvas-keyboard-response","1804","1850614","0.0-16.0-1.197","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","4444","","l","transfer","","transfer_trial","","","","c","0","bac","25","75","34","102","k","filler_easy","trinary","a","","","","","","in","out1","out2","32","103",""
"","","","","","canvas-keyboard-response","1805","1854625","0.0-16.0-2.197","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","l","transfer","","transfer_feedback","","","","c","0","bac","25","75","34","102","","filler_easy","trinary","a","","","","","","in","out1","out2","32","103",""
"","","","","","canvas-keyboard-response","1806","1854950","0.0-16.0-3.197","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1807","1855463","0.0-16.0-0.198","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","acb","21","76","35","37","j","","","","","","","","","","","","37","74",""
"","","","","","canvas-keyboard-response","1808","1858637","0.0-16.0-1.198","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2709","","j","transfer","","transfer_trial","","","","a","1","acb","21","76","35","37","j","filler_sample","trinary","a","","","","","","in","out1","","37","74",""
"","","","","","canvas-keyboard-response","1809","1859649","0.0-16.0-2.198","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","a","1","acb","21","76","35","37","","filler_sample","trinary","a","","","","","","in","out1","","37","74",""
"","","","","","canvas-keyboard-response","1810","1859968","0.0-16.0-3.198","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1811","1860478","0.0-16.0-0.199","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","28","75","22","75","jk","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1812","1862981","0.0-16.0-1.199","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","2038","","j","transfer","","transfer_trial","","","","b","1","ba","28","75","22","75","jk","attraction","binary","ab","both","t","c","","1","","","","null","null",""
"","","","","","canvas-keyboard-response","1813","1863494","0.0-16.0-2.199","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","j","transfer","","transfer_feedback","","","","b","1","ba","28","75","22","75","","attraction","binary","ab","both","t","c","","1","","","","null","null",""
"","","","","","canvas-keyboard-response","1814","1863810","0.0-16.0-3.199","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","clear_screen","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","1815","1864323","0.0-16.0-0.200","2d_cat_multi_stim_exp1","2022-3-31","10:40:58","25","75","3","9","10","40","30","120","5","19","[""White""]","No","Female","2123854","null","","null","","","fixation","","","","","","ba","24","75","34","49","k","","","","","","","","","","","","","",""
