sub_n,trial_num,line1,line2,line3,trial_type,choice_set,target,decoy,competitor,choice
104,5,220.82072480630836,297.2684473217578,NA,filler_sample,binary,NA,NA,NA,297.2684473217578
105,5,208.5062,323.4616,339.6347,attraction,trinary,339.6347,323.4616,208.5062,339.6347
106,5,257.7173976737084,302.2508870141566,NA,filler_sample,binary,NA,NA,NA,302.2508870141566
107,5,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
108,5,362.9925654039548,290.0968032479331,NA,filler_sample,binary,NA,NA,NA,362.9925654039548
109,5,308.0587,323.4616,189.1213,attraction,trinary,323.4616,308.0587,189.1213,189.1213
111,5,266.00567155104085,292.10478955078787,413.1243798945925,filler_sample,trinary,NA,NA,NA,413.1243798945925
112,5,366.6733801985072,239.41502997594847,268.2860687620511,filler_sample,trinary,NA,NA,NA,239.41502997594847
113,5,281.0538183043611,230.48828774112215,NA,filler_sample,binary,NA,NA,NA,230.48828774112215
114,5,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
115,5,208.5062,356.6164,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
116,5,255.04906870820443,342.3663666799154,NA,filler_sample,binary,NA,NA,NA,342.3663666799154
117,5,198.5774,323.4616,339.6347,attraction,trinary,339.6347,323.4616,198.5774,339.6347
118,5,232.9228298989259,284.1330631623759,408.9667083970278,filler_sample,trinary,NA,NA,NA,408.9667083970278
119,5,426.1457,275.5735,240.0202,filler_easy,trinary,NA,NA,NA,426.1457
125,5,308.0587,189.1213,323.4616,attraction,trinary,323.4616,308.0587,189.1213,323.4616
126,5,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,155.441
127,5,323.4616,308.0587,208.5062,attraction,trinary,323.4616,308.0587,208.5062,323.4616
129,5,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,339.6347
131,5,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
133,5,339.6347,208.5062,323.4616,attraction,trinary,339.6347,323.4616,208.5062,339.6347
136,5,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,189.1213
137,5,288.412008900689,410.01284985167854,NA,filler_sample,binary,NA,NA,NA,410.01284985167854
138,5,198.5774,208.5062,323.4616,attraction,trinary,198.5774,208.5062,323.4616,323.4616
139,5,404.1420452590953,267.2838385886098,277.2382044882908,filler_sample,trinary,NA,NA,NA,404.1420452590953
140,5,279.44320569525354,247.01616776305025,252.299780737115,filler_sample,trinary,NA,NA,NA,252.299780737115
142,5,208.5062,323.4616,198.5774,attraction,trinary,198.5774,208.5062,323.4616,198.5774
143,5,257.0330560361145,235.36271377884776,152.93943783111007,filler_sample,trinary,NA,NA,NA,152.93943783111007
144,5,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,198.5774
145,5,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,189.1213
146,5,339.6347,208.5062,NA,attraction,binary,339.6347,NA,208.5062,339.6347
147,5,247.2143810545138,178.08524720804505,NA,filler_sample,binary,NA,NA,NA,178.08524720804505
148,5,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,356.6164
149,5,216.197830329925,257.8036958082358,440.4982651317976,filler_sample,trinary,NA,NA,NA,440.4982651317976
150,5,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
151,5,301.0964180459557,347.84178778881966,NA,filler_sample,binary,NA,NA,NA,347.84178778881966
152,5,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,198.5774
153,5,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,323.4616
154,5,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
155,5,239.4521464498692,197.54068359515264,241.80999014058025,filler_sample,trinary,NA,NA,NA,197.54068359515264
158,5,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
159,5,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
160,5,150.52318480403824,285.4163340215454,NA,filler_sample,binary,NA,NA,NA,150.52318480403824
301,5,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,323.4616
163,5,308.0587,198.5774,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
164,5,308.0587,189.1213,323.4616,attraction,trinary,323.4616,308.0587,189.1213,189.1213
165,5,208.5062,339.6347,323.4616,attraction,trinary,339.6347,323.4616,208.5062,208.5062
166,5,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,339.6347
167,5,339.6347,208.5062,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
168,5,256.15946721428656,218.8657880944188,285.4706001662598,filler_sample,trinary,NA,NA,NA,285.4706001662598
169,5,257.1963,414.9215,262.9662,filler_easy,trinary,NA,NA,NA,414.9215
170,5,239.3667,411.6704,NA,filler_easy,binary,NA,NA,NA,411.6704
171,5,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
172,5,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
173,5,208.5062,323.4616,198.5774,attraction,trinary,198.5774,208.5062,323.4616,198.5774
175,5,289.61261127997307,257.6342936929933,NA,filler_sample,binary,NA,NA,NA,289.61261127997307
176,5,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
177,5,273.6530850702524,237.7703591649173,448.6807464930108,filler_sample,trinary,NA,NA,NA,448.6807464930108
178,5,180.23938230661813,261.9291785917151,NA,filler_sample,binary,NA,NA,NA,180.23938230661813
179,5,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
184,5,218.9315,323.4616,208.5062,attraction,trinary,208.5062,218.9315,323.4616,323.4616
185,5,160.38318942994843,316.90740620451083,NA,filler_sample,binary,NA,NA,NA,160.38318942994843
186,5,262.9662,414.9215,257.1963,filler_easy,trinary,NA,NA,NA,414.9215
302,5,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
187,5,243.71367968281393,421.7182170427847,222.36138367841943,filler_sample,trinary,NA,NA,NA,421.7182170427847
189,5,414.9215,257.1963,262.9662,filler_easy,trinary,NA,NA,NA,414.9215
200,5,198.5774,323.4616,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
201,5,198.5774,323.4616,308.0587,attraction,trinary,323.4616,308.0587,198.5774,323.4616
202,5,198.5774,189.1213,323.4616,attraction,trinary,189.1213,198.5774,323.4616,323.4616
203,5,225.7412644385024,275.8672993147409,167.22756367794614,filler_sample,trinary,NA,NA,NA,167.22756367794614
205,5,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,189.1213
206,5,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,198.5774
207,5,208.25951996485935,266.2991138679434,NA,filler_sample,binary,NA,NA,NA,208.25951996485935
100,6,256.45104616398334,227.38436122160965,NA,filler_sample,binary,NA,NA,NA,256.45104616398334
103,6,239.3667,437.42380000000003,270.5979,filler_easy,trinary,NA,NA,NA,437.42380000000003
104,6,196.64673388729855,229.93842119166476,NA,filler_sample,binary,NA,NA,NA,229.93842119166476
105,6,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,198.5774
106,6,300.4338429926923,252.67920213812317,NA,filler_sample,binary,NA,NA,NA,252.67920213812317
107,6,261.4391793964916,173.59790439347077,247.55146753487656,filler_sample,trinary,NA,NA,NA,173.59790439347077
108,6,155.4981,264.6344,NA,filler_easy,binary,NA,NA,NA,155.4981
109,6,260.70133140961264,266.96685240388894,260.2717344936302,filler_sample,trinary,NA,NA,NA,266.96685240388894
111,6,323.4616,198.5774,NA,attraction,binary,323.4616,NA,198.5774,323.4616
112,6,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
113,6,247.4936,422.6164,270.0786,filler_easy,trinary,NA,NA,NA,422.6164
114,6,222.0844932137011,263.1196233046418,279.74690937794344,filler_sample,trinary,NA,NA,NA,222.0844932137011
115,6,244.0034,152.1939,239.1983,filler_easy,trinary,NA,NA,NA,152.1939
116,6,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
117,6,155.4981,264.6344,NA,filler_easy,binary,NA,NA,NA,264.6344
118,6,230.09572708567964,181.9458873595783,NA,filler_sample,binary,NA,NA,NA,181.9458873595783
119,6,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
125,6,211.19977722520883,289.3600386328387,NA,filler_sample,binary,NA,NA,NA,211.19977722520883
126,6,323.4616,208.5062,NA,attraction,binary,323.4616,NA,208.5062,323.4616
127,6,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,323.4616
129,6,339.6347,323.4616,208.5062,attraction,trinary,339.6347,323.4616,208.5062,323.4616
131,6,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
133,6,308.0587,323.4616,189.1213,attraction,trinary,323.4616,308.0587,189.1213,189.1213
136,6,242.43297134900428,265.79506183200357,239.3033905695843,filler_sample,trinary,NA,NA,NA,265.79506183200357
137,6,323.4616,189.1213,308.0587,attraction,trinary,323.4616,308.0587,189.1213,189.1213
138,6,323.4616,198.5774,339.6347,attraction,trinary,339.6347,323.4616,198.5774,323.4616
139,6,208.5062,198.5774,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
140,6,243.507,437.1072,NA,filler_easy,binary,NA,NA,NA,243.507
142,6,198.5774,323.4616,NA,attraction,binary,323.4616,NA,198.5774,198.5774
143,6,244.38343663782837,285.3852910165457,NA,filler_sample,binary,NA,NA,NA,285.3852910165457
144,6,256.0975,242.6499,151.3192,filler_easy,trinary,NA,NA,NA,151.3192
145,6,339.6347,356.6164,208.5062,attraction,trinary,356.6164,339.6347,208.5062,208.5062
146,6,253.1802,160.8873,NA,filler_easy,binary,NA,NA,NA,160.8873
147,6,269.99084251430486,246.03898150149763,NA,filler_sample,binary,NA,NA,NA,269.99084251430486
148,6,291.96893349557325,299.6345392399826,NA,filler_sample,binary,NA,NA,NA,299.6345392399826
149,6,208.5062,323.4616,198.5774,attraction,trinary,198.5774,208.5062,323.4616,198.5774
150,6,356.6164,208.5062,NA,attraction,binary,356.6164,NA,208.5062,356.6164
151,6,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,164.7966
152,6,204.3678989580127,285.67254596937175,NA,filler_sample,binary,NA,NA,NA,285.67254596937175
153,6,297.4085703268255,164.94078717460624,NA,filler_sample,binary,NA,NA,NA,164.94078717460624
154,6,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
155,6,437.1391,238.8882,285.3118,filler_easy,trinary,NA,NA,NA,437.1391
158,6,339.6347,323.4616,208.5062,attraction,trinary,339.6347,323.4616,208.5062,339.6347
159,6,265.3864912067967,187.8609593586227,NA,filler_sample,binary,NA,NA,NA,187.8609593586227
160,6,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
301,6,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,323.4616
163,6,256.8354050843351,222.29341344257787,271.3852017307659,filler_sample,trinary,NA,NA,NA,271.3852017307659
164,6,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
165,6,414.9215,257.1963,262.9662,filler_easy,trinary,NA,NA,NA,257.1963
166,6,208.5062,339.6347,356.6164,attraction,trinary,356.6164,339.6347,208.5062,356.6164
167,6,323.4616,308.0587,198.5774,attraction,trinary,323.4616,308.0587,198.5774,198.5774
168,6,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
169,6,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
170,6,259.4054156405565,194.1214269687403,237.00348098864288,filler_sample,trinary,NA,NA,NA,194.1214269687403
171,6,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,339.6347
172,6,242.68392326836852,207.87110222541543,249.9933756280196,filler_sample,trinary,NA,NA,NA,249.9933756280196
173,6,155.441,275.5735,NA,filler_easy,binary,NA,NA,NA,155.441
175,6,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
176,6,211.1467914868415,223.06275827759256,270.7164001316235,filler_sample,trinary,NA,NA,NA,211.1467914868415
177,6,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,208.5062
178,6,198.5774,208.5062,339.6347,attraction,trinary,198.5774,208.5062,339.6347,339.6347
179,6,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
184,6,208.5062,356.6164,NA,attraction,binary,356.6164,NA,208.5062,356.6164
185,6,236.4356426846472,219.52726077440735,212.5370217505386,filler_sample,trinary,NA,NA,NA,219.52726077440735
186,6,356.6164,208.5062,339.6347,attraction,trinary,356.6164,339.6347,208.5062,208.5062
302,6,339.6347,218.9315,208.5062,attraction,trinary,208.5062,218.9315,339.6347,208.5062
187,6,218.9315,208.5062,323.4616,attraction,trinary,208.5062,218.9315,323.4616,323.4616
189,6,323.4616,208.5062,218.9315,attraction,trinary,208.5062,218.9315,323.4616,208.5062
200,6,308.0587,198.5774,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
201,6,275.5735,155.441,NA,filler_easy,binary,NA,NA,NA,155.441
202,6,339.6347,323.4616,198.5774,attraction,trinary,339.6347,323.4616,198.5774,339.6347
203,6,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,323.4616
205,6,218.9315,323.4616,208.5062,attraction,trinary,208.5062,218.9315,323.4616,208.5062
206,6,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,208.5062
207,6,225.83346342856024,291.8953713986468,231.59763960243853,filler_sample,trinary,NA,NA,NA,231.59763960243853
100,7,323.4616,189.1213,NA,attraction,binary,323.4616,NA,189.1213,189.1213
103,7,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,208.5062
104,7,323.4616,198.5774,189.1213,attraction,trinary,189.1213,198.5774,323.4616,323.4616
105,7,241.2895512541488,170.56011056661953,NA,filler_sample,binary,NA,NA,NA,241.2895512541488
106,7,241.59960255777096,259.48262109949275,204.1799124389028,filler_sample,trinary,NA,NA,NA,259.48262109949275
107,7,323.4616,198.5774,308.0587,attraction,trinary,323.4616,308.0587,198.5774,198.5774
108,7,242.1798,156.1005,NA,filler_easy,binary,NA,NA,NA,156.1005
109,7,198.5774,189.1213,323.4616,attraction,trinary,189.1213,198.5774,323.4616,189.1213
111,7,339.6347,198.5774,208.5062,attraction,trinary,198.5774,208.5062,339.6347,339.6347
112,7,285.1893,160.5254,NA,filler_easy,binary,NA,NA,NA,160.5254
113,7,269.4448887241266,204.7247784712251,NA,filler_sample,binary,NA,NA,NA,269.4448887241266
114,7,247.1656276756368,240.667808987386,237.24446811333604,filler_sample,trinary,NA,NA,NA,237.24446811333604
115,7,323.4616,208.5062,339.6347,attraction,trinary,339.6347,323.4616,208.5062,339.6347
116,7,265.0183,152.5196,NA,filler_easy,binary,NA,NA,NA,265.0183
117,7,189.1213,323.4616,NA,attraction,binary,323.4616,NA,189.1213,323.4616
118,7,218.9315,208.5062,339.6347,attraction,trinary,208.5062,218.9315,339.6347,339.6347
119,7,208.5062,339.6347,NA,attraction,binary,208.5062,NA,339.6347,339.6347
125,7,223.0352415969886,166.8483835169013,NA,filler_sample,binary,NA,NA,NA,166.8483835169013
126,7,198.5774,323.4616,NA,attraction,binary,198.5774,NA,323.4616,323.4616
127,7,189.1213,323.4616,NA,attraction,binary,189.1213,NA,323.4616,323.4616
129,7,198.5774,339.6347,208.5062,attraction,trinary,198.5774,208.5062,339.6347,198.5774
131,7,189.1213,323.4616,198.5774,attraction,trinary,189.1213,198.5774,323.4616,323.4616
133,7,339.6347,218.9315,208.5062,attraction,trinary,208.5062,218.9315,339.6347,339.6347
136,7,189.1213,323.4616,308.0587,attraction,trinary,323.4616,308.0587,189.1213,189.1213
137,7,208.5062,356.6164,NA,attraction,binary,208.5062,NA,356.6164,208.5062
138,7,339.6347,198.5774,208.5062,attraction,trinary,198.5774,208.5062,339.6347,208.5062
139,7,164.7966,270.0786,NA,filler_easy,binary,NA,NA,NA,164.7966
140,7,272.89458546527686,276.81690619490325,154.39173182459857,filler_sample,trinary,NA,NA,NA,276.81690619490325
142,7,235.37671125465528,185.8705423848293,NA,filler_sample,binary,NA,NA,NA,185.8705423848293
143,7,208.5062,356.6164,218.9315,attraction,trinary,208.5062,218.9315,356.6164,356.6164
144,7,208.5062,198.5774,323.4616,attraction,trinary,198.5774,208.5062,323.4616,198.5774
145,7,200.8149300932911,255.427420473064,212.9104662614911,filler_sample,trinary,NA,NA,NA,200.8149300932911
146,7,218.9315,208.5062,356.6164,attraction,trinary,208.5062,218.9315,356.6164,356.6164
147,7,356.6164,339.6347,208.5062,attraction,trinary,356.6164,339.6347,208.5062,339.6347
148,7,339.6347,198.5774,NA,attraction,binary,339.6347,NA,198.5774,339.6347
149,7,318.8693049682558,245.25303450414256,NA,filler_sample,binary,NA,NA,NA,318.8693049682558
150,7,280.4335267457117,221.3930405472001,NA,filler_sample,binary,NA,NA,NA,280.4335267457117
151,7,198.5774,208.5062,323.4616,attraction,trinary,198.5774,208.5062,323.4616,323.4616
152,7,276.57102779788306,225.89169155831263,NA,filler_sample,binary,NA,NA,NA,225.89169155831263
153,7,339.6347,218.9315,208.5062,attraction,trinary,208.5062,218.9315,339.6347,208.5062
154,7,267.85820986406526,258.60602157676345,251.76743642532168,filler_sample,trinary,NA,NA,NA,267.85820986406526
155,7,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,339.6347
158,7,261.02034316025924,212.9201956313868,NA,filler_sample,binary,NA,NA,NA,212.9201956313868
159,7,208.5062,323.4616,NA,attraction,binary,323.4616,NA,208.5062,323.4616
160,7,286.84766471055434,354.27653819894135,NA,filler_sample,binary,NA,NA,NA,354.27653819894135
301,7,323.4616,198.5774,NA,attraction,binary,198.5774,NA,323.4616,198.5774
163,7,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,339.6347
164,7,323.4616,208.5062,218.9315,attraction,trinary,208.5062,218.9315,323.4616,208.5062
165,7,224.8414193575147,208.75340913912208,311.9314313739387,filler_sample,trinary,NA,NA,NA,224.8414193575147
166,7,339.6347,208.5062,218.9315,attraction,trinary,208.5062,218.9315,339.6347,208.5062
167,7,208.5062,323.4616,NA,attraction,binary,208.5062,NA,323.4616,323.4616
168,7,152.62601512752508,254.02566212961756,240.18291112299653,filler_sample,trinary,NA,NA,NA,152.62601512752508
169,7,198.5774,339.6347,NA,attraction,binary,339.6347,NA,198.5774,198.5774
170,7,251.28852515038983,321.5445518934329,188.33215159658988,filler_sample,trinary,NA,NA,NA,188.33215159658988
171,7,232.0633241545721,204.5297968723806,NA,filler_sample,binary,NA,NA,NA,204.5297968723806
172,7,208.5062,218.9315,323.4616,attraction,trinary,208.5062,218.9315,323.4616,323.4616
173,7,356.6164,339.6347,208.5062,attraction,trinary,356.6164,339.6347,208.5062,356.6164
175,7,356.6164,208.5062,NA,attraction,binary,208.5062,NA,356.6164,208.5062
176,7,356.6164,218.9315,208.5062,attraction,trinary,208.5062,218.9315,356.6164,208.5062
177,7,208.5062,339.6347,218.9315,attraction,trinary,208.5062,218.9315,339.6347,208.5062
178,7,270.0786,164.7966,NA,filler_easy,binary,NA,NA,NA,164.7966
179,7,308.0587,323.4616,189.1213,attraction,trinary,323.4616,308.0587,189.1213,323.4616
184,7,241.408,242.6959,152.1939,filler_easy,trinary,NA,NA,NA,152.1939
185,7,198.5774,339.6347,NA,attraction,binary,198.5774,NA,339.6347,198.5774
186,7,253.1802,160.8873,NA,filler_easy,binary,NA,NA,NA,160.8873
302,7,201.2860224,224.9603126,NA,filler_sample,binary,NA,NA,NA,201.2860224
187,7,198.5774,308.0587,323.4616,attraction,trinary,323.4616,308.0587,198.5774,198.5774
189,7,339.6347,208.5062,NA,attraction,binary,208.5062,NA,339.6347,208.5062
200,7,339.6347,208.5062,198.5774,attraction,trinary,198.5774,208.5062,339.6347,339.6347
201,7,389.06125595848874,256.67172193359085,209.12335847926323,filler_sample,trinary,NA,NA,NA,389.06125595848874
202,7,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
203,7,323.4616,189.1213,NA,attraction,binary,189.1213,NA,323.4616,323.4616
205,7,339.6347,208.5062,356.6164,attraction,trinary,356.6164,339.6347,208.5062,208.5062
206,7,323.4616,208.5062,NA,attraction,binary,208.5062,NA,323.4616,208.5062
